Text,Categories,Action Needed
ঠোঁটের পাশে একটা তিল ছিল যেটা হঠাৎ করে বড় হচ্ছে আর চারপাশ লাল হয়ে আছে।,Routine,Schedule a regular medical consultation
"দাঁতের মাড়ি থেকে মাংস আলাদা হয়ে যাচ্ছে মনে হয়, দাঁতগুলো সব নড়বড়ে হয়ে গেছে।",Urgent,Seek medical care within 24–48 hours
মুখের ভেতর মাছের কাঁটা ফুটে আছে আর জায়গাটা লাল হয়ে প্রচুর ফুলে গেছে।,Urgent,Seek medical care within 24–48 hours
"দাঁতের ভেতরে প্রচণ্ড গর্ত হয়ে গেছে, খাবার ঢুকলে খুব ব্যথা করে আর মাথা কামড়ায়।",Urgent,Seek medical care within 24–48 hours
আক্কেল দাঁত ওঠার লক্ষণ এবং এর ফলে হওয়া ব্যথা কমানোর সাধারণ উপায়গুলো জানা দরকার।,General Query,"No immediate action required, informational response sufficient"
জিহ্বার ওপর ছোট ছোট লাল দানা দেখা যাচ্ছে কিন্তু কোনো ব্যথা বা অস্বস্তি নেই।,Routine,Schedule a regular medical consultation
দাঁতের কৃত্রিম ক্যাপ বা ক্রাউন লাগানোর পদ্ধতি এবং স্থায়িত্ব সম্পর্কে সাধারণ তথ্য চাই।,General Query,"No immediate action required, informational response sufficient"
"জিহ্বা কামড় লেগে অনেকখানি কেটে গেছে আর প্রচুর রক্ত বের হচ্ছে, মুখ হা করতে পারছি না।",Emergency,Immediately go to emergency department or call ambulance
তালুর ভেতরে ঘা হয়ে গেছে যার কারণে ঝাল বা লবণাক্ত কিছু খেতেই পারছি না।,Urgent,Seek medical care within 24–48 hours
ঠোঁট ফেটে গিয়ে গভীর ক্ষত হয়েছে আর সেখান থেকে অনবরত রস ঝরছে।,Urgent,Seek medical care within 24–48 hours
দাঁতের গোড়া ক্ষয় হওয়ার কারণ এবং এটি রোধ করার আধুনিক চিকিৎসা ব্যবস্থা সম্পর্কে তথ্য প্রয়োজন।,General Query,"No immediate action required, informational response sufficient"
"জিহ্বা মাঝেমধ্যে কামড়ায় বা জ্বালাপোড়া করে, বিশেষ করে রাতে ঘুমানোর আগে।",Routine,Schedule a regular medical consultation
মাড়ির ওপর দিয়ে অতিরিক্ত মাংস বাড়ছে যা দেখতে খুব অদ্ভুত লাগে কিন্তু ব্যথা নেই।,Routine,Schedule a regular medical consultation
দাঁতের ফিলিং করার পর ব্যথা হওয়া স্বাভাবিক কি না সেই বিষয়ে সাধারণ পরামর্শ চাই।,General Query,"No immediate action required, informational response sufficient"
মুখের ভেতর কালো বা গাঢ় বেগুনি রঙের ছোপ ছোপ দাগ দেখা যাচ্ছে হঠাৎ করে।,Urgent,Seek medical care within 24–48 hours
