Text,Categories,Action Needed
???? ??? ????? ????? ??????? ??? ????? ???? ???? ?? ?????? ??? ?????? ???? ??? ?????,Urgent,Seek medical care within 24–48 hours
????? ???? ???? ??????? ??? ????? ??? ????? ???? ???? ????????? ?????? ?????? ???,Urgent,Seek medical care within 24–48 hours
????? ????? ?? ???? ??? ?????? ???? ??? ????? ?? ??????? ??? ??? ????? ???? ????????,Urgent,Seek medical care within 24–48 hours
????? ???????? ????? ??? ?? ??? ?? ?????? ?????? ?????? ?? ????? ??? ??? ??? ??????,Urgent,Seek medical care within 24–48 hours
??????? ????? ??? ????? ????? ??? ?? ?????? ???? ?? ??? ????? ?????? ??? ??? ??? ???? ??????,Urgent,Seek medical care within 24–48 hours
???? ????? ????? ????????? ???? ?? ??? ???? ????? ???? ???????? ???? ??????? ???? ??? ???,Urgent,Seek medical care within 24–48 hours
???? ??? ??????? ????? ?? ??? ???? ?? ?????? ??? ????? ????? ?????? ???? ?????? ???????,Urgent,Seek medical care within 24–48 hours
??????? ??? ???? ????? ??????? ??? ??? ????? ???? ???? ?? ?? ???? ?????? ???? ???,Urgent,Seek medical care within 24–48 hours
????? ?????? ???? ?? ??? ???? ?? ???? ???? ????? ????? ??? ???? ????? ???? ????? ?????,Urgent,Seek medical care within 24–48 hours
?? ?? ????? ??? ??????? ?????? ???? ?? ??? ??????? ??? ????? ?????? ??????? ???? ???? ??????,Urgent,Seek medical care within 24–48 hours
???? ????? ?? ????? ????? ??? ??????? ???? ?????? ????? ?? ??? ?????? ????? ?????,Urgent,Seek medical care within 24–48 hours
??????? ????? ?? ???? ??? ??? ????????? ???? ???? ??? ?????? ???? ??? ???? ?????????? ?????,Urgent,Seek medical care within 24–48 hours
????? ?????? ???? ??? ???? ?????? ?????? ??????? ????? ?? ?????? ??? ??? ??? ????,Urgent,Seek medical care within 24–48 hours
????? ?? ???? ?????? ???? ???? ???? ?? ????? ???? ????????????? ?? ??? ??? ????? ??????,Urgent,Seek medical care within 24–48 hours
????? ??????????? ????? ???? ?? ??? ????? ??? ???? ??? ???? ??????? ?? ??????? ???????,Urgent,Seek medical care within 24–48 hours
??????? ?????? ??? ???? ?? ?????? ?????? ?????? ?? ?? ??? ??? ??? ??? ???????? ??? ???,Urgent,Seek medical care within 24–48 hours
???? ??? ??? ????? ???????? ??? ??? ???? ?? ?????? ???? ??????? ??? ????? ????? ??????,Urgent,Seek medical care within 24–48 hours
?????? ???? ????? ???? ???? ???? ???? ????????? ??? ???? ??????? ?????? ??? ?????,Urgent,Seek medical care within 24–48 hours
??????? ????? ?? ???? ??? ???? ?? ???? ?????? ????? ?? ?? ??? ??? ??????????? ?????,Urgent,Seek medical care within 24–48 hours
???? ???? ?? ??????? ??? ???? ?????? ??? ??? ??? ???? ?? ???? ??????? ????? ???,Urgent,Seek medical care within 24–48 hours
????? ?????? ???? ????? ???? ????? ??? ??? ???? ????? ??? ???? ????? ????? ?????,Routine,Schedule a regular medical consultation
????? ?????? ???? ??? ???? ????? ???? ??? ???????? ????? ???????? ???????? ???? ??? ???,Routine,Schedule a regular medical consultation
????? ????? ???? ??? ???? ???? ????? ??? ???? ?????? ???? ???? ???? ???????? ?????,Routine,Schedule a regular medical consultation
???? ???? ???? ????? ??? ???? ??????? ???????? ???? ?????? ???? ???? ?? ????? ????,Routine,Schedule a regular medical consultation
?????? ??? ???? ???? ?????? ???? ??? ????? ???? ??? ???? ?????? ???? ??? ?? ?? ?????,Routine,Schedule a regular medical consultation
?????? ????? ???? ???? ????? ??? ??????? ???? ??? ?? ????? ????? ??? ????? ???,Routine,Schedule a regular medical consultation
????? ???? ????? ???? ??? ?? ????? ??? ???? ??????? ???? ??? ???? ?????? ??? ???,Routine,Schedule a regular medical consultation
????? ??????? ????? ???? ???? ??? ???? ??? ???? ???? ??? ?????? ???? ???? ????,Routine,Schedule a regular medical consultation
??????? ??? ???? ???? ?????? ???? ??? ?? ????? ????? ???????? ???????? ?? ?? ?????,Routine,Schedule a regular medical consultation
????? ?????? ????? ???? ???? ???? ???? ???? ??? ????? ??? ??????? ??? ???????? ?????,Routine,Schedule a regular medical consultation
????? ?????? ???? ???? ???? ??? ??? ???? ?????? ???????? ???? ?????? ??? ???? ????,Routine,Schedule a regular medical consultation
????? ?? ???? ???? ???? ??? ???? ????? ??? ??? ???? ?? ?? ???? ???? ??? ?????,Routine,Schedule a regular medical consultation
????? ????? ???? ???? ???? ???????? ??? ?? ?? ??????? ??? ????? ???? ??? ????? ????,Routine,Schedule a regular medical consultation
?????? ??? ?? ???? ??? ??? ???? ???? ???? ??????? ???? ????? ???? ????? ?????,Routine,Schedule a regular medical consultation
????? ???? ???? ???? ??? ???? ???? ????? ???? ????? ???? ?? ???? ???? ??? ???,Routine,Schedule a regular medical consultation
?????? ?????? ???? ???? ?????? ??? ???? ??? ???? ??? ?? ??? ???? ???? ??? ??????,Routine,Schedule a regular medical consultation
?????? ?????? ???? ???? ??? ??? ??? ??????? ??? ???? ??? ?? ??? ???? ?????? ????,Routine,Schedule a regular medical consultation
????? ????? ???? ???? ???????????? ??????? ???? ?? ????? ???? ????? ???? ????????,General Query,"No immediate action required, informational response sufficient"
????????? ????? ???? ?? ??? ?? ?? ??????? ???? ?? ??? ???? ???? ????? ?????,General Query,"No immediate action required, informational response sufficient"
???? ???? ?????????? ???? ?? ??? ????? ???? ???? ??????? ????? ???? ???? ?????,General Query,"No immediate action required, informational response sufficient"
??? ????? ???? ??? ??? ?????? ?????????? ???? ????? ??? ???? ????? ??????,General Query,"No immediate action required, informational response sufficient"
?????? ?? ?????? ??????? ????? ????? ???? ???? ???? ???? ????? ?????? ???,General Query,"No immediate action required, informational response sufficient"
???? ???? ???? ???? ????? ???? ???? ??? ?? ?? ???? ?????? ???? ??? ?? ?????,General Query,"No immediate action required, informational response sufficient"
??????? ??????? ??? ??? ?? ????? ????? ?? ??????? ???? ????? ??????? ?????,General Query,"No immediate action required, informational response sufficient"
??????? ???? ???? ??? ??? ????? ?? ?????? ???? ????? ????? ??? ?????? ?????,General Query,"No immediate action required, informational response sufficient"
??? ??? ?????? ???? ??? ??????? ?????? ???? ????? ??????? ?? ??? ????,General Query,"No immediate action required, informational response sufficient"
??? ?????? ???? ?? ?????????????? ?????? ???? ??? ???? ???? ?????? ??????? ???,General Query,"No immediate action required, informational response sufficient"
????????? ????? ???? ???? ??? ?? ?????? ????? ???? ?????? ??????? ??? ?? ???,General Query,"No immediate action required, informational response sufficient"
??????? ???? ???? ??? ???? ???????? ???? ?? ?? ?? ????? ?????? ??????? ??? ????,General Query,"No immediate action required, informational response sufficient"
???? ?? ????? ?????? ???? ????? ???? ?? ??? ???? ??? ??? ??????? ????????,General Query,"No immediate action required, informational response sufficient"
??????????? ??? ?????? ???????? ?? ?? ??? ?? ??????? ??? ????? ???? ????????,General Query,"No immediate action required, informational response sufficient"
????? ?????? ??? ??? ???? ???? ?????? ????? ?????? ???? ???? ?? ?? ????????,General Query,"No immediate action required, informational response sufficient"
????????? ?????? ????????????? ???? ??? ????? ????? ?? ????? ???? ???????,General Query,"No immediate action required, informational response sufficient"
??? ?????? ???? ??? ????? ???? ???? ?? ??? ????? ?? ????? ??? ??? ?? ???,General Query,"No immediate action required, informational response sufficient"
????? ?????? ???? ????? ???????? ??? ???? ?? ??? ????? ?????? ???? ?????,General Query,"No immediate action required, informational response sufficient"
????? ??????????? ??????? ???? ?????? ???????? ????? ????? ??????? ????????,General Query,"No immediate action required, informational response sufficient"
????? ?????? ???? ??? ??? ???? ????????? ???? ????? ?? ???? ??? ?? ???,General Query,"No immediate action required, informational response sufficient"
????????? ?? ??? ??? ???? ????? ???? ?????? ????? ???? ??????? ?? ??? ????,General Query,"No immediate action required, informational response sufficient"
??????? ??? ??? ??????? ??? ??????? ???? ?????? ???? ?????? ?? ????????????,General Query,"No immediate action required, informational response sufficient"
??????? ???? ?? ?????? ???? ????? ?? ???? ???? ???? ???? ??? ???? ???,General Query,"No immediate action required, informational response sufficient"
??? ?? ???? ???? ????? ??? ??????? ??? ?? ?????? ????? ???? ????? ????,General Query,"No immediate action required, informational response sufficient"
????? ?????? ???? ??? ???? ?????? ??? ????? ????? ?? ???? ????? ????,General Query,"No immediate action required, informational response sufficient"
????????? ??????? ? ???????? ?? ??? ????? ????? ??????? ???? ???? ????????,General Query,"No immediate action required, informational response sufficient"
??????? ?????????? ????? ?????? ?????? ???? ?????? ??? ?? ??????? ??????,General Query,"No immediate action required, informational response sufficient"
?????? ???? ????? ???? ??? ???? ???? ???? ??? ?? ???????? ??? ???? ?? ???,General Query,"No immediate action required, informational response sufficient"
????? ???????????? ????? ??? ?? ?? ?? ??? ??????? ??????? ???? ??? ????????,General Query,"No immediate action required, informational response sufficient"
?????? ?????-? ?????? ?????? ??? ?? ?? ?? ??? ???????? ???? ??? ???????,General Query,"No immediate action required, informational response sufficient"
???? ???? ??? ??? ???? ?????????? ??? ?? ?????? ???? ?????? ?????? ????,General Query,"No immediate action required, informational response sufficient"
?????? ??????? ???????? ??? ?? ?????? ?????????? ???? ?????? ???? ??????,General Query,"No immediate action required, informational response sufficient"
???? ????? ??? ??? ????? ?? ??????????? ???? ???? ???? ????? ????? ?????,General Query,"No immediate action required, informational response sufficient"
????? ?????? ??????? ????? ??? ????? ???? ??????? ??? ?? ?????? ??? ?? ???,General Query,"No immediate action required, informational response sufficient"
????? ?????? ???? ???? ???? ????? ?? ???? ???? ??????? ???? ??????? ???,General Query,"No immediate action required, informational response sufficient"
????????? ???? ??? ?? ??? ??? ????? ????? ???? ??? ?????? ?????? ????????,General Query,"No immediate action required, informational response sufficient"
?????????? ?? ???? ???? ?? ?? ??? ????????????? ????? ???? ???? ???? ????????,General Query,"No immediate action required, informational response sufficient"
?????? ????????? ??????? ???? ???????? ?????? ?????? ???? ????? ????? ????????,General Query,"No immediate action required, informational response sufficient"
?????? ????? ????? ????? ?????? ???? ??? ???? ???? ?? ?????? ???? ????? ?????,General Query,"No immediate action required, informational response sufficient"
????? ???????? ????? ??? ??? ????? ????? ????? ?????? ??? ????? ???? ????????,General Query,"No immediate action required, informational response sufficient"
?????????? ?? ??????????? ??? ???? ??? ??? ????? ?? ?????? ??? ??? ?? ???,General Query,"No immediate action required, informational response sufficient"
?????? ????? ??? ?????? ?????? ?? ??????? ?????? ??? ??? ????? ????????,General Query,"No immediate action required, informational response sufficient"
????? ????? ???? ??? ?? ????? ??????? ??? ???? ????? ?????? ?? ??? ????????,General Query,"No immediate action required, informational response sufficient"
????????? ????? ??? ???????? ??? ????? ?????? ??? ???? ???? ???? ????????,General Query,"No immediate action required, informational response sufficient"
????? ?????? ?????? ???? ???? ?? ?? ????? ????? ?? ????? ???? ??????,General Query,"No immediate action required, informational response sufficient"
??? ???? ??? ???? ????????? ???? ??? ?? ???? ?????? ?? ??????? ??? ????,General Query,"No immediate action required, informational response sufficient"
????????? ????? ????? ??? ??? ?? ????? ???? ??????? ?? ?????? ??? ?? ???,General Query,"No immediate action required, informational response sufficient"
?????? ??????????? ?? ????????? ?????? ????? ??? ???????? ?? ?? ????????,General Query,"No immediate action required, informational response sufficient"
????????? ??????????? ??????? ???? ?????????? ?? ???? ???? ??? ??????? ???,General Query,"No immediate action required, informational response sufficient"
?????? ?? ???? ????? ??? ??? ????? ?? ???? ??? ????? ??? ???? ????????,General Query,"No immediate action required, informational response sufficient"
????? ????? ?????? ??? ????? ??? ???? ?? ???? ????? ??? ????? ??? ??? ?????,Routine,Schedule a regular medical consultation
????? ???? ??????? ??????? ???? ????? ??? ???? ??????? ???????? ???? ????? ????,Routine,Schedule a regular medical consultation
????? ?????? ?????? ???? ??? ??? ???? ?? ????? ??? ??????? ????? ??? ??????? ???,Routine,Schedule a regular medical consultation
????? ?????? ????? ??? ??? ???? ????? ??? ????????? ???? ??????? ???? ??? ?????,Routine,Schedule a regular medical consultation
????? ?????? ??? ???? ????? ??? ???? ???? ???? ?? ??????? ???? ???? ???? ??? ????? ????,Routine,Schedule a regular medical consultation
??????? ???? ??? ???? ????????? ???? ??????? ?? ???? ????? ??? ?? ?????? ???? ??? ???,Routine,Schedule a regular medical consultation
????? ?????? ????????? ???? ??? ??? ??? ???? ??? ?? ?????? ?? ???? ?????? ???,Routine,Schedule a regular medical consultation
????? ????? ????? ???? ???? ??? ??? ??? ?????? ???? ??????? ?? ?????????? ????,Routine,Schedule a regular medical consultation
???? ???????? ????? ???????? ????? ??? ???? ???? ??? ???? ???? ??????? ??? ?? ???,Routine,Schedule a regular medical consultation
???? ???? ????????? ???? ???? ????? ?????? ??? ??? ???? ?????? ???? ???? ??? ???,Routine,Schedule a regular medical consultation
????? ??? ????????? ???? ?????? ???? ?????? ???? ?? ????? ????? ????? ???? ?????? ?? ???,Routine,Schedule a regular medical consultation
?????? ???? ???? ????? ???? ????? ???? ??? ????? ???? ????? ???? ??? ?????? ??? ???,Routine,Schedule a regular medical consultation
????? ?????? ???????? ??????? ????? ?? ???? ??? ???? ??????? ?? ??? ??? ???,Routine,Schedule a regular medical consultation
????? ???? ?? ????? ???? ???? ???? ??? ???? ????? ???? ??? ????? ??? ???????,Routine,Schedule a regular medical consultation
????? ????? ???? ???? ??? ????? ??? ?? ?? ?????? ???? ??????? ???? ??? ????,Routine,Schedule a regular medical consultation
????? ?????? ????? ???? ???? ????? ???? ?????? ??? ??? ?????? ???? ??????? ????,Routine,Schedule a regular medical consultation
?????? ??????? ?????? ??? ??? ??? ??? ???? ??????? ?? ????? ???? ????? ???? ???,Routine,Schedule a regular medical consultation
???? ????? ??? ???? ???? ????? ?? ????? ??? ??? ??? ???? ?????,Routine,Schedule a regular medical consultation
???? ???? ?????????? ???? ??? ????? ???? ???? ??? ?????? ???? ?????????? ?? ????? ????,Routine,Schedule a regular medical consultation
????? ???? ?????? ?????? ???? ???? ?????? ??? ???? ?????? ?? ??? ???? ??? ???,Routine,Schedule a regular medical consultation
????? ???? ?????? ??? ?? ?? ???????? ?? ??? ???? ??? ???? ??????? ???? ????,Routine,Schedule a regular medical consultation
????? ???? ??? ???? ???? ??? ????? ???? ???? ?? ???? ???????? ??? ??? ?????????,Routine,Schedule a regular medical consultation
????? ???? ????? ???? ???? ???? ??? ??? ?? ??? ???? ??????? ?? ???? ??? ???? ????,Routine,Schedule a regular medical consultation
?????? ??? ????? ???? ???? ???? ???????? ??? ??? ????? ?? ????? ???? ???? ?????,Routine,Schedule a regular medical consultation
????? ?????? ????? ????????? ??? ????? ??? ??? ??? ????? ??? ???? ??????? ???,Routine,Schedule a regular medical consultation
????? ??????? ???? ??? ???? ?????? ??? ???? ??????? ?? ???? ??? ???? ??? ????,Routine,Schedule a regular medical consultation
????? ??? ??? ??? ??? ??????? ?? ????? ?????? ?????? ?????? ???? ???????? ?????,Routine,Schedule a regular medical consultation
